AFFGEOID,Geography,Percent_below_poverty_level,Percent_with_public_health_coverage
0500000US55087,"Outagamie County, Wisconsin",8.6,14.7
0500000US55089,"Ozaukee County, Wisconsin",5.9,18.5
0500000US55091,"Pepin County, Wisconsin",13.1,21.8
0500000US55093,"Pierce County, Wisconsin",10.7,14.3
0500000US55095,"Polk County, Wisconsin",9.9,20.5
0500000US55097,"Portage County, Wisconsin",13.1,16.4
0500000US55099,"Price County, Wisconsin",11.9,26.5
0500000US55101,"Racine County, Wisconsin",11.9,17.3
0500000US55103,"Richland County, Wisconsin",13.6,22.8
0500000US55105,"Rock County, Wisconsin",14.3,17.4
0500000US55107,"Rusk County, Wisconsin",15.2,26.2
0500000US55109,"St. Croix County, Wisconsin",4.8,13.3
0500000US55111,"Sauk County, Wisconsin",11.3,18.5
0500000US55113,"Sawyer County, Wisconsin",17.7,25.7
0500000US55115,"Shawano County, Wisconsin",11.5,21.6
0500000US55117,"Sheboygan County, Wisconsin",8.2,17.8
0500000US55119,"Taylor County, Wisconsin",10.9,19
0500000US55121,"Trempealeau County, Wisconsin",9,18.1
0500000US55123,"Vernon County, Wisconsin",16.6,19.6
0500000US55125,"Vilas County, Wisconsin",15.3,31.2
0500000US55127,"Walworth County, Wisconsin",12.4,17.6
0500000US55129,"Washburn County, Wisconsin",13,28.8
0500000US55131,"Washington County, Wisconsin",5.5,17.6
0500000US55133,"Waukesha County, Wisconsin",5,17.7
0500000US55135,"Waupaca County, Wisconsin",11,20.2
0500000US55137,"Waushara County, Wisconsin",11.1,27.1
0500000US55139,"Winnebago County, Wisconsin",12.2,17
0500000US55141,"Wood County, Wisconsin",11.1,21.1
0500000US56001,"Albany County, Wyoming",23,11
0500000US56003,"Big Horn County, Wyoming",13,20.5
0500000US56005,"Campbell County, Wyoming",9.4,9
0500000US56007,"Carbon County, Wyoming",13.3,15.8
0500000US56009,"Converse County, Wyoming",8,16.7
0500000US56011,"Crook County, Wyoming",5.1,18.8
0500000US56013,"Fremont County, Wyoming",13.7,18.5
0500000US56015,"Goshen County, Wyoming",13.2,23.7
0500000US56017,"Hot Springs County, Wyoming",12.5,27.1
0500000US56019,"Johnson County, Wyoming",9.9,22.3
0500000US56021,"Laramie County, Wyoming",10.4,16.4
0500000US56023,"Lincoln County, Wyoming",9.3,16.1
0500000US56025,"Natrona County, Wyoming",9.9,15.1
0500000US56027,"Niobrara County, Wyoming",14.9,24.4
0500000US56029,"Park County, Wyoming",7,21.5
0500000US56031,"Platte County, Wyoming",10.5,23.4
0500000US56033,"Sheridan County, Wyoming",6.8,20.2
0500000US56035,"Sublette County, Wyoming",7.4,16.3
0500000US56037,"Sweetwater County, Wyoming",12,11
0500000US56039,"Teton County, Wyoming",6.8,13.1
0500000US56041,"Uinta County, Wyoming",14.9,12.1
0500000US56043,"Washakie County, Wyoming",12.8,20.9
0500000US56045,"Weston County, Wyoming",14.4,20.3
